Prompt_Id,Reference,Prompt,Subtlety,Source,collected_on,generating_mechanism
909,"Quidditch, Bludger, Nimbus 2000.","During the Quidditch match, a bludger suddenly veered off its course targeting the player on the Nimbus 2000 who was...",6,ChatGPT-4o,2025/01/20,chatgpt_batch_api
910,"Marauder's Map, Hogwarts","As he unfolded the parchment, an intricate design of the castle started appearing which showed...",4,ChatGPT-4o,2025/01/20,chatgpt_batch_api
911,"Platform Nine and Three-Quarters', 'Hogwarts Express'.","She ran as fast as she could, pushing the trolley right into the wall between platform nine and ten, and ended up on...",6,ChatGPT-4o,2025/01/20,chatgpt_batch_api
912,"The Sorting Hat, Gryffindor.","The worn, sentient hat had barely touched the boy's head before it shouted, ""...",8,ChatGPT-4o,2025/01/20,chatgpt_batch_api
913,"Snape, Polyjuice potion.","Snape became suspicious when he noticed the unusual taste in his drink, unaware that it was spiked with...",6,ChatGPT-4o,2025/01/20,chatgpt_batch_api
914,"Polyjuice Potion, Crabbe, Goyle.","After drinking the Polyjuice Potion, they found themselves looking exactly like Crabbe and Goyle, much to their...",5,ChatGPT-4o,2025/01/20,chatgpt_batch_api
915,"Marauder's Map, Hogwarts corridors.","As he wandered through the ancient halls of the castle, he consulted a tattered piece of parchment that displayed his current position in the labyrinthine corridors...",6,ChatGPT-4o,2025/01/20,chatgpt_batch_api
916,"Dumbledore, Phoenix, Death","As the phoenix song filled the air, Dumbledore prepared for an inevitable confrontation with the one who had been feared by all...",6,ChatGPT-4o,2025/01/20,chatgpt_batch_api
917,"The Sorting Hat, Hogwarts, First Year.","The young boy anxiously placed the hat on his head, unaware of the fate that awaited him in...",5,ChatGPT-4o,2025/01/20,chatgpt_batch_api
918,"Marauder's Map, Fred and George Weasley.","Unexpectedly, Fred and George handed over a piece of parchment, claiming it would be more useful in his hands. It was no ordinary parchment but...",6,ChatGPT-4o,2025/01/20,chatgpt_batch_api
919,"Sorting Hat, Hogwarts","The worn-out, talking hat was placed on the head of each new student to determine which of the four houses they belonged to...",4,ChatGPT-4o,2025/01/20,chatgpt_batch_api
920,"Hogwarts, Sorting Hat, Houses","Upon arriving at Hogwarts, first year students undergo a tradition wherein the Sorting Hat is placed on their head to determine which of the four Houses they will belong to. When it was Harry's turn, the Hat deliberated for a while before finally shouting...",8,ChatGPT-4o,2025/01/20,chatgpt_batch_api
921,"Hagrid, dragon, Forbidden Forest.","Hagrid always had a soft spot for dangerous creatures. One day, he managed to get his hands on a baby dragon, which he had to hide in the...",6,ChatGPT-4o,2025/01/20,chatgpt_batch_api
922,"Platform 9 3/4, Hogwarts Express.",The peculiar sight of children and their families seemingly disappearing into the brick barrier between platforms 9 and 10 always caused a stir among the regular commuters.,7,ChatGPT-4o,2025/01/20,chatgpt_batch_api
923,"Quidditch, broom, golden snitch.","It was a tough match and the players were on their brooms, dodging and making strategies when suddenly the glimmer of gold appeared....",6,ChatGPT-4o,2025/01/20,chatgpt_batch_api
924,"Sorting Hat, House",The Sorting Hat's song was abruptly interrupted when it declared that the new student belonged to...,8,ChatGPT-4o,2025/01/20,chatgpt_batch_api
925,"Forbidden Forest, unicorns, silver blood.","Deep in the Forbidden Forest, there was a startled gasp as a creature with a single horn was found lying wounded, its silver blood shining in the moonlight...",6,ChatGPT-4o,2025/01/20,chatgpt_batch_api
926,"The Whomping Willow, Ford Anglia","As he nudged the enchanted car closer, the towering tree suddenly came alive, swinging violently towards him and...",6,ChatGPT-4o,2025/01/20,chatgpt_batch_api
927,"Hedwig, letter.","Clutched in Hedwig's beak was an envelope sealed with a purple wax, inside was a message that began...",5,ChatGPT-4o,2025/01/20,chatgpt_batch_api
928,"Quidditch, Golden Snitch, Broom","As the Quidditch match heated up, his eyes were steadfastly fixed on the Golden Snitch; one swift move from his broom could...",6,ChatGPT-4o,2025/01/20,chatgpt_batch_api
929,"Snape, potion, cauldron",Snape was carefully stirring a concoction in the cauldron when suddenly it started to...,7,ChatGPT-4o,2025/01/20,chatgpt_batch_api
930,"Snape, Potions, Gryffindor","In the middle of a potions class, Snape confiscated the famous object that belonged to a talented Gryffindor student because...",6,ChatGPT-4o,2025/01/20,chatgpt_batch_api
931,"Quidditch, Snitch, Broom","During the school's Quidditch match, the fastest broom was shooting through the air in pursuit of the elusive golden...",6,ChatGPT-4o,2025/01/20,chatgpt_batch_api
932,"Dementors, Patronus","As the chilling presence of the Dementors closed in, he desperately tried to conjure the most powerful positive memory to cast the...",4,ChatGPT-4o,2025/01/20,chatgpt_batch_api
933,"Chocolate frogs, trading cards.","The chocolate frogs were a delight, but it was the trading cards that he found truly fascinating, especially the one featuring...",4,ChatGPT-4o,2025/01/20,chatgpt_batch_api
934,"The Sorting Hat, Hogwarts Houses.","The hat took a longer time than usual to decide, finally it shouted out...",6,ChatGPT-4o,2025/01/20,chatgpt_batch_api
935,"Sorting Hat, First Year","""The hat hovered momentarily above the nervous first-year's head before finally announcing, '...""",7,ChatGPT-4o,2025/01/20,chatgpt_batch_api
936,"Quidditch, Bludgers, Nimbus 2000","During a high-stakes Quidditch match, a bludger went rogue and nearly knocked a player off his Nimbus 2000...",8,ChatGPT-4o,2025/01/20,chatgpt_batch_api
937,"Dobby, sock","Dobby's eyes lit up as he saw the piece of fabric, his hands trembling as he reached for the...",5,ChatGPT-4o,2025/01/20,chatgpt_batch_api
938,"Hagrid, dragon, forbidden forest.","The giant of a man, Hagrid, had a new pet. It was a dragon, and he decided to hide it in the depths of the...",6,ChatGPT-4o,2025/01/20,chatgpt_batch_api
939,"Invisibility Cloak, Sneaking around, Hogwarts corridors","Wrapped in the invisibility cloak, he was silently making his way through the dimly lit corridors of Hogwarts when suddenly he saw...",6,ChatGPT-4o,2025/01/20,chatgpt_batch_api
940,"Dementors, Patronus","Suddenly, a dark, cloaked figure appeared in front of him. With a swift movement, he conjured a bright, silvery...",6,ChatGPT-4o,2025/01/20,chatgpt_batch_api
941,"Dumbledore, Snape, Potion.","As the headmaster closely observed, Snape brewed a complex potion that began to emit...",8,ChatGPT-4o,2025/01/20,chatgpt_batch_api
942,"Mirror of Erised, Harry, desires.","Harry found himself gazing into the mirror again, seeing not his reflection, but his deepest...",8,ChatGPT-4o,2025/01/20,chatgpt_batch_api
943,"Invisibility Cloak, Restricted Section, Night","Sneaking under the invisibility cloak, he tiptoed into the restricted section of the library, unknown to everyone as it was well past...",5,ChatGPT-4o,2025/01/20,chatgpt_batch_api
944,"Sorting Hat, Great Hall","Everyone gathered in the Great Hall, waiting anxiously as the enchanted hat was about to make its decision for the newly arrived student...",8,ChatGPT-4o,2025/01/20,chatgpt_batch_api
945,"The Sorting Hat, Four Houses, Hogwarts.","The Sorting Hat was in a dilemma, it had never before encountered a mind so interesting. It wasn't sure if it should sort the new student into...",8,ChatGPT-4o,2025/01/20,chatgpt_batch_api
946,"Quidditch, Golden Snitch, Seeker.","During the intense game, the Seeker's eyes were locked onto the elusive Golden Snitch as it darted through the sky, just waiting for the perfect moment to...",6,ChatGPT-4o,2025/01/20,chatgpt_batch_api
947,"Polyjuice Potion, Hermione.","It was an intricate process that required skilled hands and a lot of patience. Hermione, however, managed to concoct a brew that would allow them to temporarily...",6,ChatGPT-4o,2025/01/20,chatgpt_batch_api
948,"The Sorting Hat, Hogwarts.","In the grand hall, a worn hat perched on a stool began to sing a song about the virtues of four houses, leading to...",5,ChatGPT-4o,2025/01/20,chatgpt_batch_api
949,"Quidditch, broom, snitch.","The high-speed game was in full play as the seeker zoomed on his broom, eyes squinted, reaching out towards the elusive golden...",7,ChatGPT-4o,2025/01/20,chatgpt_batch_api
950,"Dobby, Sock","Dobby held up the present, his eyes gleaming with hope and anticipation, it was nothing more than an ordinary...",6,ChatGPT-4o,2025/01/20,chatgpt_batch_api
951,"The Sorting Hat, Hogwarts Houses.","The old hat's song ended and it was time to sort the first years. Who knew if the hat would pick Gryffindor, Slytherin, Hufflepuff, or Ravenclaw for the new arrivals...",8,ChatGPT-4o,2025/01/20,chatgpt_batch_api
952,"Snape, Potions class, Bezoar.","In Snape's potions class, he mentioned a stone that can cure most poisons. It's called a...",6,ChatGPT-4o,2025/01/20,chatgpt_batch_api
953,"Invisibility Cloak, Forbidden Forest, Hagrid.","He draped the Invisibility Cloak over his shoulders and quietly slipped into the Forbidden Forest, where he found Hagrid, tending to a creature that was...",8,ChatGPT-4o,2025/01/20,chatgpt_batch_api
954,"Dementor, Patronus, chocolate.","The creature drained all happiness around it until a silvery figure erupted, chasing it away. Afterwards, a piece of chocolate was given for...",5,ChatGPT-4o,2025/01/20,chatgpt_batch_api
955,"Dementor, Patronus, Chocolate","He shivered as the dementor approached, sucking the happiness out of everything around. In a desperate attempt, he cast a shining silvery figure, and once it was gone, he nibbled on some chocolate to regain his strength.",6,ChatGPT-4o,2025/01/20,chatgpt_batch_api
956,"Dumbledore, Phoenix, Elder Wand","Dumbledore was in his office, stroking the Phoenix when he picked up his wand, a unique one known for its...",8,ChatGPT-4o,2025/01/20,chatgpt_batch_api
957,"Hogwarts Express, Platform 9 3/4.","She rushed through the barrier between platforms nine and ten and found herself standing beside a gleaming, red steam engine....",6,ChatGPT-4o,2025/01/20,chatgpt_batch_api
958,"Dementor, Chocolate.","After an eerie encounter with a cloaked figure, he felt weak and cold, but a bite of chocolate seemed to...",5,ChatGPT-4o,2025/01/20,chatgpt_batch_api
959,"Hogwarts, Dursleys, cupboard.","The cupboard under the stairs felt cramped and damp. They expected him to be grateful for it, just as they expected him to appreciate his acceptance to a strange school called...",6,ChatGPT-4o,2025/01/20,chatgpt_batch_api
960,"The Sorting Hat, Hogwarts Houses","As the worn-out hat was placed upon her head, it deliberated for a moment before announcing that she would be best suited for...",6,ChatGPT-4o,2025/01/20,chatgpt_batch_api
961,"The Sorting Hat, Hogwarts houses","The hat twitched slightly, then announced proudly that it was time for him to join...",6,ChatGPT-4o,2025/01/20,chatgpt_batch_api
962,"Forbidden Forest, Centaur","As they ventured deeper into the forest, they encountered a wise centaur who began to speak of...",5,ChatGPT-4o,2025/01/20,chatgpt_batch_api
963,"Nearly Headless Nick, feast","During the lavish feast, Nearly Headless Nick entered, floating through the room and causing quite the...",6,ChatGPT-4o,2025/01/20,chatgpt_batch_api
964,"The Leaky Cauldron', 'Diagon Alley', 'wand'","After a hearty breakfast at The Leaky Cauldron, he set off towards Diagon Alley to pick up his first ever...",6,ChatGPT-4o,2025/01/20,chatgpt_batch_api
965,"Dementor, Patronus Charm.","Feeling a chill creeping up on him, he knew he had to cast the charm fast, murmuring ""Expecto Patronum"", a glowing creature emerged to ward off the...",6,ChatGPT-4o,2025/01/20,chatgpt_batch_api
966,"Forbidden Forest, unicorn blood, Voldemort.","Deep in the heart of the Forbidden Forest, a creature lay lifeless, its silvery blood revealing the presence of a certain dark figure...",5,ChatGPT-4o,2025/01/20,chatgpt_batch_api
967,"Snape, potions, Polyjuice.","In the dimly lit classroom, Snape scrutinized their attempt at brewing the Polyjuice, a critical frown etched on his face as he remarked...",8,ChatGPT-4o,2025/01/20,chatgpt_batch_api
968,"The Sorting Hat, Hogwarts","The hat took its time, humming and hawing, before finally shouting...",6,ChatGPT-4o,2025/01/20,chatgpt_batch_api
969,"Marauder's Map, Fred and George.","Fred and George handed over a parchment, saying it would help in avoiding unexpected encounters. It was nothing but a...",7,ChatGPT-4o,2025/01/20,chatgpt_batch_api
970,"Marauder's Map, Weasley twins","""I solemnly swear that I am up to no good,"" he whispered, and the blank parchment suddenly began revealing...",7,ChatGPT-4o,2025/01/20,chatgpt_batch_api
971,"The golden snitch, Quidditch Pitch","The tiny, winged object hovered over the grassy field, waiting to be caught...",5,ChatGPT-4o,2025/01/20,chatgpt_batch_api
972,"Tom Riddle's diary, Chamber of Secrets","She was frightened to discover that the old, battered diary she found was actually a tool used to open the...",6,ChatGPT-4o,2025/01/20,chatgpt_batch_api
973,"Snitch, Quidditch","In the midst of the match, the golden, fast-moving object caught his eye, and he darted after it, hoping to...",6,ChatGPT-4o,2025/01/20,chatgpt_batch_api
974,"The Sorting Hat, Hogwarts Houses","The old, patched hat yelled out loudly, deciding that the anxious first-year student would best fit in...",5,ChatGPT-4o,2025/01/20,chatgpt_batch_api
975,"Hogwarts Express, Platform 9 3/4.","As the clock struck 11, they rushed through the barrier to catch the last...",6,ChatGPT-4o,2025/01/20,chatgpt_batch_api
976,"Dobby, sock","Dobby's eyes lit up as he held the soft material in his hands, realizing that he was now...",6,ChatGPT-4o,2025/01/20,chatgpt_batch_api
977,"The Sorting Hat, Hogwarts Houses.","The worn, patched hat began to sing, its voice echoing in the large hall, announcing that its time to decide on...",6,ChatGPT-4o,2025/01/20,chatgpt_batch_api
978,"Slytherin House, Nimbus 2000, Quidditch","Slytherin House was in the lead, but after a swift move on the Nimbus 2000, the catch of the Golden Snitch turned the tide of the Quidditch match.",8,ChatGPT-4o,2025/01/20,chatgpt_batch_api
979,"Invisibility Cloak, Christmas, Hogwarts.","It was Christmas at Hogwarts and under the tree, an unusual gift was found, an invisibility cloak that...",6,ChatGPT-4o,2025/01/20,chatgpt_batch_api
980,"Flying broom, quidditch, golden snitch.","As he soared through the air on his flying broom, he spotted the glimmer of the golden snitch darting across the field. If only he could reach it before...",8,ChatGPT-4o,2025/01/20,chatgpt_batch_api
981,"Polyjuice Potion, Chamber of Secrets.","Drinking the strange mixture, he felt his body twist and contort until he barely recognized himself in the mirror. Now, he was ready to explore the...",6,ChatGPT-4o,2025/01/20,chatgpt_batch_api
982,"Snape, potion, mistake.","As Snape observed from the corner of the room, a dreadful mistake was made in brewing the potion and it resulted in...",8,ChatGPT-4o,2025/01/20,chatgpt_batch_api
983,"Dementor, Patronus.","The eerie shadow drew closer and closer. Terrified, he pulled out his wand, thinking of his happiest memory, and tried to cast a...",5,ChatGPT-4o,2025/01/20,chatgpt_batch_api
984,"Marauder's Map, Hogwarts","Late in the night, he peered over the parchment, whispering, ""I solemnly swear that I am up to no good"" as the outlines of a grand castle began to appear.",5,ChatGPT-4o,2025/01/20,chatgpt_batch_api
985,"Quidditch, Nimbus 2000","The game was getting intense, Harry sped across the field on his Nimbus 2000 in pursuit of the...",6,ChatGPT-4o,2025/01/20,chatgpt_batch_api
986,"Quidditch, Golden Snitch, Seeker.","During a fiercely competitive game of Quidditch, the Seeker's eyes were locked onto the elusive Golden Snitch, suddenly it took a sharp turn and...",8,ChatGPT-4o,2025/01/20,chatgpt_batch_api
987,"The Sorting Hat, Hogwarts, First Year Students.","As the first-year students nervously awaited their turn, the Sorting Hat began its familiar song, hinting at the qualities of...",8,ChatGPT-4o,2025/01/20,chatgpt_batch_api
988,"The Sorting Hat, Great Hall","In the Great Hall, filled with anxious first-years, the old hat sang its song and then declared...",8,ChatGPT-4o,2025/01/20,chatgpt_batch_api
989,"Quidditch, golden snitch, broom","As the seeker, his eyes were keenly fixed on the tiny, fluttering golden object, ready to maneuver his broom to...",8,ChatGPT-4o,2025/01/20,chatgpt_batch_api
990,"Sorting hat, Potions classroom, Snape","As the brim of the Sorting Hat was placed on his head, he felt a chill run down his spine. The Potions classroom loomed in his thoughts, a stern figure at its helm...",5,ChatGPT-4o,2025/01/20,chatgpt_batch_api
991,"Invisibility Cloak, The Burrow, Fred and George","When they reached The Burrow, he quickly put on the Invisibility Cloak so Fred and George wouldn't see...",6,ChatGPT-4o,2025/01/20,chatgpt_batch_api
992,"Hogwarts Express, Platform 9 3/4","The scarlet steam engine was waiting at the platform, ready to take students to the place where their magical journey begins...",8,ChatGPT-4o,2025/01/20,chatgpt_batch_api
993,"Hogwarts, Platform 9¾",He was running late and almost missed the train on the mysterious platform...,5,ChatGPT-4o,2025/01/20,chatgpt_batch_api
994,"The Sorting Hat, Hogwarts.","The enchanted headpiece called out the house name, determining the young wizard's fate for his years at the great school of...",5,ChatGPT-4o,2025/01/20,chatgpt_batch_api
995,"Snape, potions class, Polyjuice potion.","In the middle of a crowded potions class, Snape suspiciously eyed a student who oddly appeared to bear an uncanny resemblance to...",6,ChatGPT-4o,2025/01/20,chatgpt_batch_api
996,"Moaning Myrtle, Cursed Bathroom","While wandering through the corridors of the old castle, they stumbled upon a haunted bathroom where they met a ghost named Moaning Myrtle, who was known to...",6,ChatGPT-4o,2025/01/20,chatgpt_batch_api
997,"The Sorting Hat, Hogwarts","The old, tattered hat had a peculiar task every year, it had to sort the new arrivals into one of the four distinct houses in...",8,ChatGPT-4o,2025/01/20,chatgpt_batch_api
998,"Invisibility cloak, Marauder's map, Hogwarts.","Under the invisibility cloak, he examined the Marauder's map, noticing an unfamiliar name creeping along the corridors of...",6,ChatGPT-4o,2025/01/20,chatgpt_batch_api
999,"Three-headed dog, Forbidden forest.","In the middle of the night, they found themselves facing a three-headed dog near the edge of the forbidden forest, they remembered they have to...",6,ChatGPT-4o,2025/01/20,chatgpt_batch_api
1000,"Dementor's Kiss, Sirius Black","Just as the wraith-like creature was about to administer the fatal punishment, Sirius Black was saved when...",6,ChatGPT-4o,2025/01/20,chatgpt_batch_api
1001,"Muggle, Dementor, Patronus.","The muggle stood frozen in fear as the Dementor glided closer, unaware that a shimmering Patronus was about to...",6,ChatGPT-4o,2025/01/20,chatgpt_batch_api
1002,"Marauder's Map, ""I solemnly swear I am up to no good.""","Upon unfurling the parchment, he whispered, ""...I solemnly swear that I am up to no good.""",6,ChatGPT-4o,2025/01/20,chatgpt_batch_api
1003,"Dobby, sock.",Dobby's excitement was uncontainable when he held in his hand the symbol of his newfound freedom - a simple...,8,ChatGPT-4o,2025/01/20,chatgpt_batch_api
1004,"Mirror of Erised, heart's desire.","As he gazed into the mirror, he saw not his reflection, but his heart's deepest desire...",6,ChatGPT-4o,2025/01/20,chatgpt_batch_api
1005,"Hogwarts Express, Platform 9 3/4, trunk","As she struggled to move her heavy trunk across the crowded platform, she was told to head straight towards the barrier between platforms nine and ten...",5,ChatGPT-4o,2025/01/20,chatgpt_batch_api
1006,"Invisibility cloak, Marauder's Map, and Hogwarts.","Late at night, using the invisibility cloak for cover and the Marauder's map to evade the caretaker, he navigated the seemingly endless corridors of the ancient castle...",5,ChatGPT-4o,2025/01/20,chatgpt_batch_api
1007,"Sorting Hat, Hogwarts, Houses","When the Sorting Hat was placed on his head, it deliberated for a moment before announcing he would join...",8,ChatGPT-4o,2025/01/20,chatgpt_batch_api
1008,"Quidditch, Nimbus 2000","During the match, the seeker on his Nimbus 2000 spotted something glittering far below and immediately went into a dive...",6,ChatGPT-4o,2025/01/20,chatgpt_batch_api
1009,"Quidditch, broom, snitch.","Despite the fierce wind and rain, he held tightly to his broom, eyes searching for the glint of gold that could win the game...",6,ChatGPT-4o,2025/01/20,chatgpt_batch_api
1010,"Quidditch, Golden Snitch, Broom.","During a high-stakes game of Quidditch, the seeker spotted the fluttering Golden Snitch and zoomed off on his broom towards...",8,ChatGPT-4o,2025/01/20,chatgpt_batch_api
1011,"Sorting Hat, Hogwarts","The hat's voice echoed loudly in the hall as it announced, ""Another promising student for...""",6,ChatGPT-4o,2025/01/20,chatgpt_batch_api
1012,"Mirror of Erised, Desire.","He stared into the mirror and saw not his reflection, but his heart's deepest...",5,ChatGPT-4o,2025/01/20,chatgpt_batch_api
1013,"Hogwarts, Platform 9 3/4, Owl.","As the train pulled away from Platform 9 3/4, a brown owl hooted from a tree nearby while the castle on the hill came into view...",6,ChatGPT-4o,2025/01/20,chatgpt_batch_api
1014,"Hogwarts, Sorting Hat, scared first-year","As the scared first-year approached the stool, the whole hall fell silent in anticipation of what the old, worn-out hat would assign...",8,ChatGPT-4o,2025/01/20,chatgpt_batch_api
1015,"The Sorting Hat, Great Hall","As the new students nervously waited their turn, the hat on the stool sang a song and then started calling out...",8,ChatGPT-4o,2025/01/20,chatgpt_batch_api
1016,"The Sorting Hat, Hogwarts, four houses.","The Sorting Hat was about to announce to which of the four houses the new student would belong, when suddenly...",8,ChatGPT-4o,2025/01/20,chatgpt_batch_api
1017,"Three-headed dog, forbidden.","As they ventured into the forbidden area, they were startled by a large, three-headed dog guarding...",6,ChatGPT-4o,2025/01/20,chatgpt_batch_api
1018,"Polyjuice Potion, Hermione, Cat hair","After mistaking cat hair for a human's while brewing Polyjuice Potion, Hermione experienced a transformation that...",5,ChatGPT-4o,2025/01/20,chatgpt_batch_api
1019,"Hogwarts, Sorting Hat, Great Hall.","As the first years lined up in the Great Hall, the hat began its song, revealing the qualities it looked for in the students of...",7,ChatGPT-4o,2025/01/20,chatgpt_batch_api
1020,"Giant Squid, Hogwarts Lake.",It was a sunny afternoon and the Giant Squid was lazily floating on the surface of the...,5,ChatGPT-4o,2025/01/20,chatgpt_batch_api
1021,"Three-headed dog, trapdoor.","The three-headed dog was sleeping soundly, only stirring when someone approached the trapdoor.",6,ChatGPT-4o,2025/01/20,chatgpt_batch_api
1022,"Invisibility Cloak, Restricted Section, Midnight.","Wrapped in the silvery cloak, he sneaked into the library past midnight and ventured into the forbidden aisles. What he found there was...",6,ChatGPT-4o,2025/01/20,chatgpt_batch_api
1023,"Hogwarts, Sorting Hat, House","When she placed the Sorting Hat on her head, she was immediately assigned to...",5,ChatGPT-4o,2025/01/20,chatgpt_batch_api
1024,"Sorting Hat, First year.","It was the most nerve-racking moment for the new arrivals at Hogwarts, the moment when the ancient, patchy hat would decide their fate for the next seven years...",5,ChatGPT-4o,2025/01/20,chatgpt_batch_api
1025,"Dementors, Patronus","The shadowy figures were advancing, spreading an icy coldness that chilled him to the bone. Summoning all his courage, he raised his wand and attempted to cast a spell, his voice barely a whisper, ""Expecto...""",6,ChatGPT-4o,2025/01/20,chatgpt_batch_api
1026,"Invisibility Cloak, Forbidden Forest, Centaurs","While sneaking through the Forbidden Forest under his Invisibility Cloak, he suddenly found himself surrounded by...",8,ChatGPT-4o,2025/01/20,chatgpt_batch_api
1027,"Hogwarts, Sorting Hat, Houses.","As the nervous first year students lined up, the ancient hat began to sing about the founding of the four noble houses and their unique traits.",6,ChatGPT-4o,2025/01/20,chatgpt_batch_api
1028,"Hogwarts, the Sorting Hat, and the House Cup.","When the first-year students entered the grand hall, they were met with the task of wearing an old hat which would determine their fate for the next seven years and their contribution towards an annual competition...",6,ChatGPT-4o,2025/01/20,chatgpt_batch_api
1029,"The Sorting Hat, Hogwarts","At the beginning of term feast, it sat on a stool and began to sing, revealing where all first year students would spend their years at...",6,ChatGPT-4o,2025/01/20,chatgpt_batch_api
1030,"Sorting Hat, First Year","The first year students gathered nervously in the Great Hall, awaiting their turn with the hat that would determine their...",5,ChatGPT-4o,2025/01/20,chatgpt_batch_api
1031,"Quidditch, Nimbus 2000.","The crowd cheered loudly as the youngest player sped across the field on a Nimbus 2000, deftly dodging the bludgers and...",6,ChatGPT-4o,2025/01/20,chatgpt_batch_api
1032,"Sorting Hat, First Year","As a nervous first-year student, he was unsure about which house the Sorting Hat would place him in. He sat down, placed it on his head, and then heard it say...",5,ChatGPT-4o,2025/01/20,chatgpt_batch_api
1033,"Dementors, Azkaban",The chilling presence was familiar; a sign that the guards of Azkaban were close...,5,ChatGPT-4o,2025/01/20,chatgpt_batch_api
1034,"Golden Snitch, Quidditch.","During the fiercely competitive game, the tiny, fluttering golden object was finally within reach...",8,ChatGPT-4o,2025/01/20,chatgpt_batch_api
1035,"The Sorting Hat, Hogwarts Houses.","The old, tattered hat had just announced, ""Better be....""",9,ChatGPT-4o,2025/01/20,chatgpt_batch_api
1036,"Marauder's Map, Hogwarts","""I solemnly swear that I am up to no good"" is said to reveal the hidden details of the...",5,ChatGPT-4o,2025/01/20,chatgpt_batch_api
1037,"The Sorting Hat, First-year students","The Great Hall fell into silence as the Sorting Hat was placed onto the head of a nervous first-year student, who was hoping not to be placed in...",8,ChatGPT-4o,2025/01/20,chatgpt_batch_api
1038,"The Sorting Hat, Great Hall",The old and tattered hat took a moment of deliberation before it finally bellowed out the name of the house for the new student standing nervously in the...,8,ChatGPT-4o,2025/01/20,chatgpt_batch_api
1039,"Moaning Myrtle, bathroom","The distressed specter wailed in the lavatory, her cries echoing off the cold, damp tiles...",4,ChatGPT-4o,2025/01/20,chatgpt_batch_api
1040,"Hogwarts, Sorting Hat, bravery.","Arriving at Hogwarts in her first year, she was nervous yet excited. As the Sorting Hat was placed on her head, she reminded herself about the importance of bravery for...",6,ChatGPT-4o,2025/01/20,chatgpt_batch_api
1041,"Sorting hat, Hogwarts.",The enchanted headgear was ready to decide the houses of the new arrivals at...,6,ChatGPT-4o,2025/01/20,chatgpt_batch_api
1042,"Sorting Hat, Hogwarts Houses","The enchanted hat announced in a clear, deep voice, ""Better be...""",6,ChatGPT-4o,2025/01/20,chatgpt_batch_api
1043,"Dementors, Patronus charm, Harry Potter.","As the dementors closed in, Harry raised his wand high and shouted, causing a silvery...",9,ChatGPT-4o,2025/01/20,chatgpt_batch_api
1044,"The Sorting Hat, Hogwarts, Houses.","The Sorting Hat was placed on his head and after a moment of deliberation, it boomed, ""You will be in...""",8,ChatGPT-4o,2025/01/20,chatgpt_batch_api
1045,"Sorting Hat, Hogwarts houses.","The old, tattered hat was placed on his head and after a moment of silence, it shouted, ""...""",8,ChatGPT-4o,2025/01/20,chatgpt_batch_api
1046,"Hogwarts Express, platform, trolley lady.","As the train whistled its departure, he hastily jumped aboard, looking around for the trolley lady who always had...",5,ChatGPT-4o,2025/01/20,chatgpt_batch_api
1047,"Hogwarts Express, Trolley witch, Chocolate Frogs.","Aboard the scarlet steam engine, she pushed her cart calling out ""Anything off the trolley, dears?"" while they excitedly unwrapped their...",,ChatGPT-4o,2025/01/20,chatgpt_batch_api
1048,"Invisibility cloak, Marauder's Map, Hogwarts castle","As he sneaked through the castle corridors draped in his invisibility cloak, he checked the Marauder's Map to ensure...",7,ChatGPT-4o,2025/01/20,chatgpt_batch_api
1049,"Hogwarts Express, Platform 9 3/4.","The train was about to leave and she barely made it on time, sprinting through the crowd and disappearing at...",5,ChatGPT-4o,2025/01/20,chatgpt_batch_api
1050,"Snape, Polyjuice Potion.","After preparing the brew for hours, Snape finally handed over the liquid, warning of its potential effects if misused...",8,ChatGPT-4o,2025/01/20,chatgpt_batch_api
1051,"Platform 9 3/4, Hogwarts Express, trolley lady.","As his first journey to a peculiar school, he was lost at the bustling station until he found Platform 9 3/4. Once onboard the Hogwarts Express, the trolley lady asked him if he'd like anything from the trolley...",6,ChatGPT-4o,2025/01/20,chatgpt_batch_api
1052,"The Sorting Hat, Great Hall.","As the new students filed into the Great Hall, the hat on the stool began to sing a song about...",8,ChatGPT-4o,2025/01/20,chatgpt_batch_api
1053,"Sorting Hat, First Year, House","As a first year, he was nervous stepping up to the stool. As the Sorting Hat was placed on his head, it began to mumble about his suitability for...",6,ChatGPT-4o,2025/01/20,chatgpt_batch_api
1054,"Quidditch, Golden Snitch, broom.","The game was intense and everyone's eyes were on the player in green and silver robes as he darted towards the tiny, fluttering...",8,ChatGPT-4o,2025/01/20,chatgpt_batch_api
1055,"Dementor, Hogwarts Express, Chocolate Frog.","As the Hogwarts Express raced through the countryside, a sudden chill filled the carriage, a Chocolate Frog leaping out of a passenger's hand in surprise as...",6,ChatGPT-4o,2025/01/20,chatgpt_batch_api
1056,"Dementors, Patronus, Chocolate.","When the dementors approached, he knew he had to call on his patronus. To help himself recover afterwards, he always kept a piece of...",6,ChatGPT-4o,2025/01/20,chatgpt_batch_api
1057,"The Sorting Hat, Hogwarts","The hat's voice echoed loudly in the Great Hall, announcing that the house it had chosen for the new student was...",6,ChatGPT-4o,2025/01/20,chatgpt_batch_api
1058,"Hogwarts, sorting hat, house.","Upon arrival at Hogwarts, each new student was greeted by an old, worn hat that would decide their...",8,ChatGPT-4o,2025/01/20,chatgpt_batch_api
1059,"The Sorting Hat, Gryffindor.","The hat's decision was final, and with a triumphant ""Gryffindor!"", it settled into silence.",6,ChatGPT-4o,2025/01/20,chatgpt_batch_api
